"Player";"Team";"Match";"Competition";"Position";"Position Group";"Minutes Played";"Birthdate";"Distance P90";"Running Distance P90";"HSR Distance P90";"Sprinting Distance P90";"HI Distance P90";"Count HSR P90";"Count Sprint P90";"Count HI P90";"Count Medium Acceleration P90";"Count High Acceleration P90";"Count Medium Deceleration P90";"Count High Deceleration P90";"PSV-99"
"Reinhold Ranftl";"Austria Wien";"Austria Wien v SC Austria Lustenau";"AUT - Bundesliga";"RWB";"Full Back";"96.07";"1992-01-24";"10528.9";"1554.2";"726.0";"274.5";"1000.5";"55.3";"14.1";"69.3";"91.8";"7.5";"74.9";"20.6";"28.10"
"Matías Alejandro Galarza";"KRC Genk";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"RDM";"Midfield";"68.97";"2002-03-04";"9648.5";"1157.5";"493.3";"113.5";"606.8";"40.5";"6.5";"47.0";"92.6";"1.3";"66.6";"13.0";"27.30"
"Arbnor Muja";"Royal Antwerp FC";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"RW";"Wide Attacker";"103.68";"1998-11-29";"10072.0";"1518.2";"724.8";"332.5";"1057.3";"63.4";"16.5";"79.9";"100.7";"6.1";"71.2";"24.3";"30.90"
"Bryan Heynen";"KRC Genk";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"AM";"Midfield";"106.83";"1997-02-06";"10296.5";"1597.3";"521.5";"110.4";"631.8";"44.7";"7.6";"52.2";"96.0";"0.8";"93.5";"9.3";"26.30"
"Jelle Bataille";"Royal Antwerp FC";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"RB";"Full Back";"106.83";"1999-05-20";"9237.6";"1303.3";"552.7";"264.5";"817.2";"49.7";"11.0";"60.7";"98.6";"3.4";"70.8";"16.0";"30.40"
"Arthur Vermeeren";"Royal Antwerp FC";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"RDM";"Midfield";"106.83";"2005-02-07";"10404.4";"1785.2";"654.6";"166.0";"820.6";"52.2";"7.6";"59.8";"95.2";"1.7";"88.5";"11.0";"28.00"
"Soumaïla Coulibaly ";"Royal Antwerp FC";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"LCB";"Central Defender";"106.83";"2003-10-14";"8682.4";"1006.7";"344.6";"264.5";"609.1";"32.0";"9.3";"41.3";"92.7";"3.4";"68.2";"9.3";"31.70"
"Joseph Paintsil";"KRC Genk";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"RW";"Wide Attacker";"106.83";"1998-02-01";"8628.5";"1084.2";"574.6";"353.0";"927.5";"52.2";"20.2";"72.5";"85.9";"9.3";"72.5";"16.8";"32.50"
"Bilal El Khannouss";"KRC Genk";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"LW";"Wide Attacker";"106.83";"2004-05-10";"9586.4";"1380.8";"422.9";"160.9";"583.8";"37.9";"7.6";"45.5";"74.1";"4.2";"55.6";"10.1";"30.20"
"Gerardo Daniel Arteaga Zamora";"KRC Genk";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"LB";"Full Back";"106.83";"1998-09-07";"9543.4";"1392.6";"615.8";"273.0";"888.8";"50.5";"13.5";"64.0";"107.0";"5.1";"80.0";"19.4";"29.90"
"Alhassan Yusuf";"Royal Antwerp FC";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"LDM";"Midfield";"106.83";"2000-07-18";"10288.1";"1702.6";"641.1";"106.1";"747.3";"52.2";"7.6";"59.8";"90.1";"1.7";"89.3";"13.5";"26.60"
"Toby Alderweireld";"Royal Antwerp FC";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"RCB";"Central Defender";"106.83";"1989-03-02";"8807.9";"1160.9";"365.6";"84.2";"449.9";"34.5";"4.2";"38.8";"91.8";"0.8";"64.9";"11.0";"26.60"
"Mark McKenzie";"KRC Genk";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"LCB";"Central Defender";"106.83";"1999-02-25";"9111.2";"1138.2";"354.7";"150.0";"504.6";"33.7";"6.7";"40.4";"82.6";"3.4";"54.8";"16.0";"28.70"
"Andi Zeqiri";"KRC Genk";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"CF";"Center Forward";"68.97";"1999-06-22";"10363.6";"1560.7";"713.8";"276.6";"990.4";"69.2";"11.7";"80.9";"103.1";"6.5";"97.9";"19.6";"30.70"
"Carlos Eccehomo Cuesta Figueroa";"KRC Genk";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"RCB";"Central Defender";"83.55";"1999-03-09";"8646.7";"1123.5";"367.3";"154.0";"521.4";"32.3";"7.5";"39.9";"95.9";"3.2";"72.2";"16.2";"27.70"
"Daniel Muñoz Mejia";"KRC Genk";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"RB";"Full Back";"106.83";"1996-05-26";"9795.3";"1355.5";"714.4";"351.3";"1065.7";"56.4";"14.3";"70.8";"97.7";"6.7";"87.6";"21.9";"31.50"
"Michel-Ange Balikwisha";"Royal Antwerp FC";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"LW";"Wide Attacker";"106.83";"2001-05-10";"9166.8";"1294.0";"642.0";"422.9";"1064.9";"62.3";"19.4";"81.7";"93.5";"10.1";"74.1";"21.9";"30.50"
"Vincent Janssen";"Royal Antwerp FC";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"CF";"Center Forward";"90.35";"1994-06-15";"9792.9";"1555.9";"545.9";"158.4";"704.3";"57.8";"8.0";"65.7";"83.7";"3.0";"59.8";"17.9";"32.60"
"Patrik Hrošovský";"KRC Genk";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"LDM";"Midfield";"97.55";"1992-04-22";"10726.2";"1972.5";"619.1";"220.5";"839.6";"53.5";"9.2";"62.7";"109.8";"1.8";"96.0";"15.7";"28.00"
"Jurgen Ekkelenkamp";"Royal Antwerp FC";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"AM";"Midfield";"80.18";"2000-04-05";"10834.1";"1926.2";"684.7";"254.8";"939.5";"61.7";"11.2";"73.0";"96.5";"4.5";"84.2";"13.5";"28.60"
"Ritchie  De Laet";"Royal Antwerp FC";"Royal Antwerp FC v KRC Genk";"BEL - Pro League";"LB";"Full Back";"106.83";"1988-11-28";"8949.5";"1084.2";"536.6";"295.7";"832.4";"48.9";"16.0";"64.9";"79.2";"0.8";"82.6";"16.0";"32.00"
"Rico Benatelli";"SK Austria Klagenfurt";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"DM";"Midfield";"97.82";"1992-03-17";"10325.8";"1239.3";"317.4";"26.7";"344.1";"27.6";"0.9";"28.5";"81.9";"1.8";"81.9";"6.4";"25.40"
"Dominik Baumgartner";"Wolfsberger AC";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"RCB";"Central Defender";"97.82";"1996-07-20";"8494.0";"658.8";"211.6";"83.7";"295.3";"18.4";"4.6";"23.0";"64.4";"2.8";"57.0";"10.1";"29.10"
"Christopher Wernitznig";"SK Austria Klagenfurt";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"RM";"Midfield";"97.82";"1990-02-24";"10401.2";"1488.7";"420.5";"58.0";"478.4";"38.6";"3.7";"42.3";"79.1";"1.8";"83.7";"17.5";"26.20"
"Sandro Altunashvili";"Wolfsberger AC";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"RM";"Midfield";"86.98";"1997-05-19";"10677.3";"1593.5";"555.6";"79.7";"635.3";"42.4";"5.2";"47.6";"94.2";"2.1";"83.8";"12.4";"26.60"
"Thorsten Mahrer";"SK Austria Klagenfurt";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"CB";"Central Defender";"97.82";"1990-01-22";"8848.2";"1072.8";"462.8";"164.7";"627.5";"40.5";"8.3";"48.8";"81.9";"3.7";"69.0";"22.1";"30.20"
"Nikola  Đorić";"SK Austria Klagenfurt";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"RCB";"Central Defender";"97.82";"2000-03-03";"9505.1";"1244.8";"620.1";"191.4";"811.5";"45.1";"10.1";"55.2";"82.8";"3.7";"73.6";"12.9";"30.40"
"Samson Tijani";"Wolfsberger AC";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"LM";"Midfield";"97.82";"2002-05-17";"9628.4";"1404.0";"345.0";"39.6";"384.6";"34.0";"3.7";"37.7";"87.4";"8.3";"69.9";"28.5";"25.60"
"Turgay Gemicibaşi";"SK Austria Klagenfurt";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"LM";"Midfield";"75.63";"1996-04-23";"11157.5";"1917.1";"442.7";"17.9";"460.5";"33.3";"1.2";"34.5";"89.3";"4.8";"92.8";"9.5";"24.80"
"Nicolas Wimmer";"SK Austria Klagenfurt";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"LCB";"Central Defender";"97.82";"1995-03-15";"9409.4";"1225.5";"481.2";"128.8";"610.0";"40.5";"7.4";"47.8";"74.5";"3.7";"71.8";"13.8";"27.30"
"Solomon Bonnah Owusu";"SK Austria Klagenfurt";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"RWB";"Full Back";"75.63";"2003-08-19";"9806.8";"1360.2";"742.6";"271.3";"1013.9";"55.9";"16.7";"72.6";"89.3";"13.1";"80.9";"30.9";"29.50"
"Adis Jašić";"Wolfsberger AC";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"RWB";"Full Back";"97.82";"2003-02-12";"9847.4";"1169.4";"426.9";"212.5";"639.4";"34.0";"8.3";"42.3";"86.5";"6.4";"68.1";"16.6";"31.00"
"Scott Kennedy";"Wolfsberger AC";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"LCB";"Central Defender";"97.82";"1997-03-31";"9115.9";"1020.3";"305.5";"69.0";"374.5";"28.5";"2.8";"31.3";"74.5";"2.8";"67.2";"10.1";"28.20"
"Sinan Karweina";"SK Austria Klagenfurt";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"CF";"Center Forward";"60.57";"1999-03-29";"10025.3";"1413.1";"561.7";"99.6";"661.2";"44.6";"5.9";"50.5";"86.2";"7.4";"69.8";"22.3";"27.00"
"Till Schumacher";"SK Austria Klagenfurt";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"LWB";"Full Back";"97.82";"1997-12-10";"10066.3";"1491.4";"614.6";"168.4";"783.0";"56.1";"7.4";"63.5";"91.1";"7.4";"78.2";"19.3";"27.40"
"Jonathan Scherzer";"Wolfsberger AC";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"LWB";"Full Back";"97.82";"1995-07-22";"9996.4";"1151.0";"415.9";"128.8";"544.7";"37.7";"5.5";"43.2";"83.7";"6.4";"70.8";"13.8";"28.40"
"Thierno Ballo";"Wolfsberger AC";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"LW";"Wide Attacker";"83.97";"2002-01-02";"10595.9";"1617.4";"913.2";"263.7";"1176.8";"76.1";"17.1";"93.2";"104.0";"6.4";"89.0";"15.0";"27.90"
"Florian Jaritz";"SK Austria Klagenfurt";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"CF";"Center Forward";"60.57";"1997-10-18";"9020.8";"977.7";"300.1";"78.8";"378.9";"35.7";"5.9";"41.6";"78.8";"7.4";"71.3";"10.4";"25.70"
"Augustine Boakye";"Wolfsberger AC";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"RW";"Wide Attacker";"86.98";"2000-11-03";"9833.0";"1439.3";"676.7";"264.9";"941.6";"53.8";"11.4";"65.2";"88.0";"11.4";"75.5";"18.6";"29.70"
"Mohamed  Bamba";"Wolfsberger AC";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"CF";"Center Forward";"93.52";"2001-12-10";"10162.5";"1606.2";"819.0";"388.8";"1207.8";"75.1";"22.1";"97.2";"96.2";"16.4";"87.6";"26.9";"29.70"
"Simon Piesinger";"Wolfsberger AC";"Wolfsberger AC v SK Austria Klagenfurt";"AUT - Bundesliga";"CB";"Central Defender";"97.82";"1992-05-13";"8565.7";"753.5";"222.7";"44.2";"266.8";"17.5";"2.8";"20.2";"77.3";"3.7";"59.8";"9.2";"27.80"
"Mohamed Elias  Achouri";"FC Copenhagen";"Randers FC v FC Copenhagen";"DEN - Superliga";"LF";"Wide Attacker";"88.38";"1999-02-10";"10358.5";"1568.2";"760.7";"254.6";"1015.3";"63.1";"14.3";"77.4";"89.6";"14.3";"80.4";"26.5";"32.10"
"John Björkengren";"Randers FC";"Randers FC v FC Copenhagen";"DEN - Superliga";"LM";"Midfield";"97.78";"1998-12-09";"10984.5";"1850.1";"650.7";"166.6";"817.3";"46.9";"10.1";"57.1";"94.8";"6.4";"96.6";"9.2";"27.80"
"Mads Enggård";"Randers FC";"Randers FC v FC Copenhagen";"DEN - Superliga";"RM";"Midfield";"85.86";"2004-01-20";"11022.0";"1962.3";"532.5";"149.9";"682.4";"41.9";"10.5";"52.4";"97.5";"4.2";"93.3";"14.7";"27.70"
"Oliver Olsen";"Randers FC";"Randers FC v FC Copenhagen";"DEN - Superliga";"LB";"Full Back";"93.90";"2000-08-13";"10341.9";"1403.2";"621.1";"248.2";"869.3";"46.0";"13.4";"59.4";"95.8";"10.5";"74.8";"18.2";"29.30"
"Daniel Mathias Høegh";"Randers FC";"Randers FC v FC Copenhagen";"DEN - Superliga";"RCB";"Central Defender";"76.46";"1991-01-06";"8934.1";"1035.8";"230.7";"83.6";"314.3";"20.0";"4.7";"24.7";"78.9";"5.9";"63.6";"11.8";"28.10"
"Lasso Coulibaly";"Randers FC";"Randers FC v FC Copenhagen";"DEN - Superliga";"RW";"Wide Attacker";"97.78";"2002-10-19";"9876.3";"1188.3";"491.5";"281.7";"773.2";"41.4";"12.0";"53.4";"89.3";"7.4";"70.0";"15.6";"32.00"
"Lukas Lerager";"FC Copenhagen";"Randers FC v FC Copenhagen";"DEN - Superliga";"LM";"Midfield";"97.78";"1993-07-12";"10522.4";"1586.8";"542.1";"115.1";"657.2";"46.9";"5.5";"52.5";"85.6";"3.7";"90.2";"16.6";"28.30"
"Roony Bardghji";"FC Copenhagen";"Randers FC v FC Copenhagen";"DEN - Superliga";"RF";"Wide Attacker";"61.95";"2005-11-15";"11809.7";"2076.0";"860.0";"100.2";"960.3";"61.0";"8.7";"69.7";"113.3";"5.8";"104.6";"10.2";"25.90"
"Kevin Diks";"FC Copenhagen";"Randers FC v FC Copenhagen";"DEN - Superliga";"LCB";"Central Defender";"97.78";"1996-10-06";"9602.9";"1192.0";"295.5";"80.1";"375.5";"25.8";"3.7";"29.5";"89.3";"4.6";"73.6";"8.3";"27.10"
"Elias Jelert Kristensen";"FC Copenhagen";"Randers FC v FC Copenhagen";"DEN - Superliga";"LB";"Full Back";"97.78";"2003-06-12";"10706.5";"1597.0";"588.2";"303.7";"891.9";"47.9";"15.6";"63.5";"91.1";"4.6";"79.2";"11.0";"29.30"
"Filip Bundgaard Kristensen";"Randers FC";"Randers FC v FC Copenhagen";"DEN - Superliga";"CF";"Center Forward";"97.78";"2004-07-03";"10605.2";"1469.9";"503.5";"151.0";"654.4";"44.2";"7.4";"51.5";"80.1";"7.4";"70.0";"15.6";"27.60"
"Stephen Odey";"Randers FC";"Randers FC v FC Copenhagen";"DEN - Superliga";"CF";"Center Forward";"76.46";"1998-01-15";"9807.5";"1159.4";"442.6";"109.5";"552.1";"41.2";"8.2";"49.4";"95.3";"7.1";"85.9";"14.1";"27.00"
"Wessel Dammers";"Randers FC";"Randers FC v FC Copenhagen";"DEN - Superliga";"LCB";"Central Defender";"97.78";"1995-03-01";"9611.2";"1251.8";"428.0";"139.9";"567.9";"29.5";"6.4";"35.9";"82.8";"7.4";"64.4";"10.1";"29.00"
"Simen Bolkan Nordli";"Randers FC";"Randers FC v FC Copenhagen";"DEN - Superliga";"LW";"Wide Attacker";"76.46";"1999-12-25";"10551.4";"1711.5";"543.8";"167.1";"711.0";"49.4";"7.1";"56.5";"94.2";"9.4";"96.5";"16.5";"27.70"
"Mikkel Kallesøe";"Randers FC";"Randers FC v FC Copenhagen";"DEN - Superliga";"RB";"Full Back";"97.78";"1997-04-20";"10454.3";"1491.1";"589.1";"165.7";"754.8";"47.9";"10.1";"58.0";"86.5";"8.3";"78.2";"16.6";"28.70"
"Denis Vavro";"FC Copenhagen";"Randers FC v FC Copenhagen";"DEN - Superliga";"RCB";"Central Defender";"97.78";"1996-04-10";"9680.2";"1215.9";"279.8";"145.4";"425.2";"25.8";"5.5";"31.3";"81.0";"4.6";"62.6";"7.4";"31.00"
"Rasmus Falk Jensen";"FC Copenhagen";"Randers FC v FC Copenhagen";"DEN - Superliga";"DM";"Midfield";"97.78";"1992-01-15";"11108.7";"1984.5";"428.9";"57.1";"486.0";"43.3";"2.8";"46.0";"90.2";"3.7";"97.6";"12.0";"25.20"
"Doguhan Aral Şimşir";"FC Midtjylland";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"LW";"Wide Attacker";"90.81";"2002-06-19";"9140.7";"1251.7";"654.1";"198.2";"852.3";"54.5";"11.9";"66.4";"65.4";"10.9";"63.4";"17.8";"29.80"
"Christian Jakobsen";"Hvidovre IF";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"LM";"Midfield";"83.08";"1993-03-27";"11012.8";"2103.8";"842.8";"201.5";"1044.3";"70.4";"9.7";"80.2";"72.6";"5.4";"79.1";"29.2";"28.00"
"Simon Makienok Christoffersen";"Hvidovre IF";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"CF";"Center Forward";"83.08";"1990-11-21";"9565.5";"1271.8";"487.5";"74.7";"562.2";"42.2";"2.2";"44.4";"71.5";"6.5";"50.9";"10.8";"25.50"
"Daniel Stenderup";"Hvidovre IF";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"LCB";"Central Defender";"99.35";"1989-05-31";"9298.9";"1310.8";"469.3";"135.9";"605.1";"40.8";"6.3";"47.1";"59.8";"5.4";"58.0";"11.8";"28.30"
"Magnus Fredslund";"Hvidovre IF";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"RWB";"Full Back";"99.35";"1992-07-26";"9901.4";"1495.6";"585.2";"228.3";"813.5";"54.4";"9.1";"63.4";"74.3";"3.6";"62.5";"11.8";"29.10"
"Malte Kiilerich Hansen";"Hvidovre IF";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"RCB";"Central Defender";"99.35";"1995-10-16";"9298.9";"1206.6";"508.2";"171.2";"679.4";"36.2";"8.2";"44.4";"66.1";"6.3";"56.2";"16.3";"28.20"
"Sverrir Ingi Ingason";"FC Midtjylland";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"RCB";"Central Defender";"99.35";"1993-08-05";"9581.6";"1367.9";"352.4";"102.4";"454.8";"31.7";"3.6";"35.3";"63.4";"7.2";"51.6";"9.1";"28.60"
"Mads Bech Sørensen";"FC Midtjylland";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"LCB";"Central Defender";"99.35";"1999-01-07";"9591.5";"1137.8";"338.8";"164.0";"502.8";"28.1";"6.3";"34.4";"60.7";"5.4";"57.1";"6.3";"29.40"
"Lirim Qamili";"Hvidovre IF";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"CF";"Center Forward";"67.30";"1998-06-04";"11018.0";"1694.4";"629.9";"167.2";"797.0";"50.8";"10.7";"61.5";"89.6";"14.7";"69.5";"12.0";"29.20"
"Kristoffer Olsson";"FC Midtjylland";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"LM";"Midfield";"99.35";"1995-06-30";"10631.5";"1710.3";"715.7";"250.0";"965.7";"55.3";"9.1";"64.3";"69.8";"5.4";"71.6";"12.7";"29.60"
"Martin Spelmann";"Hvidovre IF";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"RM";"Midfield";"99.35";"1987-03-21";"9736.5";"1379.7";"540.8";"179.4";"720.2";"44.4";"7.2";"51.6";"67.0";"4.5";"64.3";"10.0";"30.30"
"Jonas Gemmer";"Hvidovre IF";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"DM";"Midfield";"67.30";"1996-01-31";"9901.3";"1590.0";"548.3";"49.5";"597.8";"48.1";"2.7";"50.8";"73.6";"5.3";"70.9";"8.0";"25.60"
"Nicolai Geertsen";"Hvidovre IF";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"CB";"Central Defender";"99.35";"1991-06-19";"8585.1";"1081.6";"278.1";"90.6";"368.7";"25.4";"5.4";"30.8";"57.1";"5.4";"56.2";"6.3";"27.00"
"Darío Esteban Osorio Osorio";"FC Midtjylland";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"RW";"Wide Attacker";"74.83";"2004-01-24";"9714.4";"1326.6";"639.9";"283.8";"923.7";"50.5";"18.0";"68.6";"62.5";"8.4";"57.7";"13.2";"30.50"
"Franculino Gluda Djú";"FC Midtjylland";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"CF";"Center Forward";"74.83";"2004-06-28";"10078.8";"1572.0";"731.3";"259.8";"991.0";"64.9";"13.2";"78.2";"69.8";"16.8";"74.6";"22.9";"27.80"
"Adam Gabriel";"FC Midtjylland";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"RB";"Full Back";"90.81";"2001-05-28";"10943.5";"1737.4";"740.3";"370.7";"1111.0";"45.6";"14.9";"60.5";"74.3";"2.0";"60.5";"13.9";"29.50"
"Paulo Victor da Silva";"FC Midtjylland";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"LB";"Full Back";"68.11";"1995-01-03";"9442.7";"1185.3";"533.8";"372.6";"906.5";"50.2";"14.5";"64.7";"88.5";"9.2";"66.1";"17.2";"31.40"
"André Römer";"FC Midtjylland";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"RM";"Midfield";"99.35";"1993-07-18";"10240.2";"1544.5";"365.1";"106.9";"472.0";"33.5";"3.6";"37.1";"62.5";"4.5";"67.9";"10.9";"27.80"
"Cho Gue-Sung";"FC Midtjylland";"Hvidovre IF v FC Midtjylland";"DEN - Superliga";"CF";"Center Forward";"99.35";"1998-01-25";"9560.7";"1137.8";"605.1";"375.9";"981.1";"45.3";"15.4";"60.7";"60.7";"10.0";"54.4";"20.8";"30.30"
"Azer Bušuladžić";"Vejle Boldklub";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"RM";"Midfield";"69.17";"1991-11-12";"11679.1";"1847.6";"775.5";"108.0";"883.5";"55.9";"7.8";"63.8";"97.6";"2.6";"108.0";"14.3";"26.70"
"Marius Elvius Kolind-Jørgensen";"Vejle Boldklub";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"RWB";"Full Back";"97.52";"2002-06-01";"11137.4";"1730.4";"795.5";"214.1";"1009.6";"53.5";"12.0";"65.5";"85.8";"9.2";"87.7";"12.0";"28.30"
"Kian Hansen";"FC Nordsjaelland";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"RCB";"Central Defender";"97.52";"1989-03-03";"9000.0";"1013.3";"300.9";"60.0";"360.8";"25.8";"3.7";"29.5";"76.6";"2.8";"70.1";"9.2";"27.30"
"Ibrahim Osman";"FC Nordsjaelland";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"LF";"Wide Attacker";"67.02";"2004-11-29";"10912.3";"1725.6";"858.1";"380.0";"1238.1";"64.5";"20.1";"84.6";"79.2";"12.1";"84.6";"22.8";"31.10"
"Andreas Rædergård Schjelderup";"FC Nordsjaelland";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"LM";"Midfield";"75.00";"2004-06-01";"10945.2";"1729.2";"704.4";"226.8";"931.2";"61.2";"12.0";"73.2";"92.4";"6.0";"82.8";"20.4";"27.70"
"Martin Frese";"FC Nordsjaelland";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"RB";"Full Back";"97.52";"1998-01-04";"11224.2";"1807.9";"795.5";"191.0";"986.6";"63.7";"12.9";"76.6";"87.7";"12.0";"72.9";"23.1";"27.60"
"Marcus Ingvartsen";"FC Nordsjaelland";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"CF";"Center Forward";"97.52";"1996-01-04";"11914.5";"2109.7";"969.0";"314.7";"1283.7";"72.0";"13.8";"85.8";"88.6";"10.2";"88.6";"21.2";"29.40"
"Oliver Provstgaard Nielsen";"Vejle Boldklub";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"LCB";"Central Defender";"97.52";"2003-06-04";"9915.5";"1306.8";"497.4";"147.7";"645.1";"41.5";"8.3";"49.8";"84.0";"4.6";"70.1";"18.5";"28.30"
"Miiko Martín Albornoz Inola";"Vejle Boldklub";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"LWB";"Full Back";"69.17";"1990-11-30";"11140.4";"1904.9";"705.2";"122.3";"827.5";"57.3";"7.8";"65.1";"91.1";"7.8";"96.3";"22.1";"26.60"
"German Onugkha";"Vejle Boldklub";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"CF";"Center Forward";"97.52";"1996-07-06";"10365.0";"1331.7";"636.8";"214.1";"850.9";"54.5";"14.8";"69.2";"95.1";"7.4";"80.3";"21.2";"29.60"
"Daniel Svensson";"FC Nordsjaelland";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"LB";"Full Back";"89.32";"2002-02-12";"12646.6";"2157.3";"1082.2";"427.2";"1509.4";"74.6";"23.2";"97.7";"102.8";"5.0";"97.7";"19.1";"29.20"
"Kristian Kirkegaard";"Vejle Boldklub";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"RF";"Wide Attacker";"69.17";"1997-10-02";"12572.9";"2591.9";"1013.6";"156.1";"1169.7";"87.2";"11.7";"98.9";"117.1";"5.2";"96.3";"18.2";"26.50"
"Christian Theodor Kjelder Rasmussen";"FC Nordsjaelland";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"RF";"Wide Attacker";"89.32";"2003-01-19";"10924.5";"1602.1";"808.1";"301.3";"1109.4";"56.4";"16.1";"72.5";"95.7";"15.1";"95.7";"19.1";"31.60"
"Adamo Nagalo";"FC Nordsjaelland";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"LCB";"Central Defender";"97.52";"2002-09-22";"9832.4";"1371.4";"323.0";"52.6";"375.6";"33.2";"3.7";"36.9";"78.4";"9.2";"74.8";"12.9";"26.50"
"Mario Dorgeles";"FC Nordsjaelland";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"RM";"Midfield";"75.00";"2004-08-07";"12133.2";"2358.0";"733.2";"184.8";"918.0";"58.8";"13.2";"72.0";"99.6";"6.0";"105.6";"25.2";"28.60"
"Hamza Barry";"Vejle Boldklub";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"LM";"Midfield";"97.52";"1994-10-15";"11226.0";"2116.2";"666.3";"85.8";"752.2";"48.9";"5.5";"54.5";"96.9";"6.5";"83.1";"20.3";"25.70"
"Jeppe Tverskov";"FC Nordsjaelland";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"DM";"Midfield";"97.52";"1993-03-12";"11525.0";"1840.2";"479.9";"61.8";"541.7";"44.3";"4.6";"48.9";"95.1";"6.5";"88.6";"12.9";"25.60"
"Raúl Albentosa Redal";"Vejle Boldklub";"FC Nordsjaelland v Vejle Boldklub";"DEN - Superliga";"CB";"Central Defender";"97.52";"1988-09-07";"9798.3";"1337.3";"512.2";"135.7";"647.9";"43.4";"3.7";"47.1";"92.3";"4.6";"92.3";"20.3";"28.60"
