"Player";"Team";"Match";"Competition";"Position";"Position Group";"Minutes Played";"Birthdate";"Distance P90";"Running Distance P90";"HSR Distance P90";"Sprinting Distance P90";"HI Distance P90";"Count HSR P90";"Count Sprint P90";"Count HI P90";"Count Medium Acceleration P90";"Count High Acceleration P90";"Count Medium Deceleration P90";"Count High Deceleration P90";"PSV-99"
"Eskil Smidesang Edh";"Lillestrom SK";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"LWB";"Full Back";"97.29";"2002-08-04";"10797.4";"1505.1";"609.6";"231.3";"840.9";"49.0";"9.3";"58.3";"85.1";"7.4";"68.5";"18.5";"30.20"
"Vetle Winger Dragsnes";"Lillestrom SK";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"LCB";"Central Defender";"97.29";"1994-02-06";"10367.3";"1553.2";"578.2";"231.3";"809.4";"32.4";"9.3";"41.6";"79.6";"6.5";"64.8";"8.3";"28.70"
"Phillip Alexander Kolberg Slørdahl";"Lillestrom SK";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"RCB";"Central Defender";"77.87";"2000-11-14";"10551.0";"1423.9";"351.4";"54.3";"405.7";"32.4";"3.5";"35.8";"90.2";"8.1";"75.1";"16.2";"26.40"
"Vegard Østraat Erlien";"Tromsø IL";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"CF";"Center Forward";"97.29";"1998-01-07";"11877.0";"2272.9";"833.5";"157.3";"990.7";"66.6";"9.3";"75.9";"109.2";"4.6";"84.2";"18.5";"27.50"
"El Hadji Malick Diouf";"Tromsø IL";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"LWB";"Full Back";"72.12";"2004-12-28";"11057.8";"1703.4";"747.5";"279.5";"1027.0";"63.6";"11.2";"74.9";"86.1";"12.5";"74.9";"21.2";"29.30"
"Yaw Paintsil";"Tromsø IL";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"RW";"Wide Attacker";"92.32";"1999-08-19";"10686.5";"1835.7";"665.8";"193.0";"858.9";"64.3";"9.7";"74.1";"79.0";"10.7";"76.0";"16.6";"29.20"
"Jakob Napoleon Romsaas";"Tromsø IL";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"LW";"Wide Attacker";"84.39";"2004-05-16";"11227.9";"1906.9";"782.8";"183.4";"966.2";"66.1";"9.6";"75.7";"96.0";"9.6";"106.6";"20.3";"27.50"
"Sakarias Opsahl";"Tromsø IL";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"RM";"Midfield";"97.29";"1999-07-17";"10248.8";"1408.0";"428.3";"62.0";"490.3";"37.0";"3.7";"40.7";"77.7";"5.6";"62.9";"9.3";"25.80"
"Casper Öyvann";"Tromsø IL";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"CB";"Central Defender";"97.29";"1999-12-07";"9768.7";"1253.5";"418.1";"83.3";"501.4";"34.2";"4.6";"38.9";"82.3";"3.7";"64.8";"10.2";"26.30"
"Anders Finjord Jenssen";"Tromsø IL";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"LCB";"Central Defender";"92.32";"1993-10-10";"9760.4";"1146.4";"424.1";"90.7";"514.7";"36.1";"4.9";"40.9";"79.9";"3.9";"62.4";"4.9";"28.90"
"Vebjørn  Hoff";"Lillestrom SK";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"DM";"Midfield";"97.29";"1996-02-13";"11414.4";"1799.3";"446.8";"108.2";"555.0";"43.5";"5.6";"49.0";"78.6";"3.7";"65.7";"9.3";"26.90"
"Thomas  Lehne Olsen";"Lillestrom SK";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"CF";"Center Forward";"97.29";"1991-06-29";"10198.0";"1204.4";"471.8";"144.3";"616.1";"40.7";"9.3";"50.0";"73.1";"0.0";"66.6";"10.2";"28.20"
"Ruben Yttergård Jenssen";"Tromsø IL";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"LM";"Midfield";"97.29";"1988-05-04";"11933.4";"2179.5";"574.5";"84.2";"658.6";"45.3";"2.8";"48.1";"85.1";"2.8";"83.3";"13.0";"26.10"
"Niklas Brøndsted Vesterlund Nielsen";"Tromsø IL";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"RWB";"Full Back";"97.29";"1999-06-06";"10982.4";"1753.9";"740.1";"390.4";"1130.4";"51.8";"13.0";"64.8";"87.9";"14.8";"78.6";"13.9";"30.40"
"Vetle  Skjærvik";"Lillestrom SK";"Tromsø IL v Lillestrom SK";"NOR - Eliteserien";"CB";"Central Defender";"97.29";"2000-09-15";"9902.9";"1239.6";"238.7";"38.9";"277.5";"23.1";"2.8";"25.9";"91.6";"2.8";"64.8";"7.4";"24.50"
"Svenn Crone";"SK Brann";"Tromsø IL v SK Brann";"NOR - Eliteserien";"RB";"Full Back";"83.10";"1995-05-20";"12084.5";"2032.9";"810.1";"137.5";"947.7";"60.6";"8.7";"69.3";"100.7";"6.5";"98.6";"17.3";"26.40"
"Bård Finne";"SK Brann";"Tromsø IL v SK Brann";"NOR - Eliteserien";"CF";"Center Forward";"96.90";"1995-02-13";"11494.7";"1853.9";"637.2";"251.7";"888.9";"56.7";"13.0";"69.7";"70.6";"2.8";"88.2";"13.9";"28.70"
"Sivert Heltne Nilsen";"SK Brann";"Tromsø IL v SK Brann";"NOR - Eliteserien";"DM";"Midfield";"96.90";"1991-10-02";"12856.3";"2821.7";"744.0";"102.2";"846.1";"56.7";"5.6";"62.2";"86.4";"2.8";"85.4";"12.1";"25.60"
"Jostein Maurstad Gundersen";"Tromsø IL";"Tromsø IL v SK Brann";"NOR - Eliteserien";"LCB";"Central Defender";"96.90";"1996-04-02";"11292.3";"1593.8";"606.5";"107.7";"714.2";"44.6";"3.7";"48.3";"70.6";"3.7";"76.2";"12.1";"27.20"
"Japhet Sery Larsen";"SK Brann";"Tromsø IL v SK Brann";"NOR - Eliteserien";"LCB";"Central Defender";"96.90";"2000-04-10";"11046.1";"1716.4";"668.7";"209.0";"877.7";"43.7";"9.3";"52.9";"85.4";"5.6";"82.7";"12.1";"29.60"
"Thore Baardsen Pedersen";"SK Brann";"Tromsø IL v SK Brann";"NOR - Eliteserien";"LB";"Full Back";"96.90";"1996-08-11";"11899.7";"1751.7";"798.8";"209.0";"1007.7";"59.4";"11.1";"70.6";"93.8";"11.1";"79.9";"8.4";"28.50"
"Vegard Østraat Erlien";"Tromsø IL";"Tromsø IL v SK Brann";"NOR - Eliteserien";"CF";"Center Forward";"96.90";"1998-01-07";"12719.8";"2317.3";"905.6";"250.8";"1156.3";"71.5";"15.8";"87.3";"105.9";"6.5";"103.1";"14.9";"28.50"
"Yaw Paintsil";"Tromsø IL";"Tromsø IL v SK Brann";"NOR - Eliteserien";"LWB";"Full Back";"74.42";"1999-08-19";"10735.4";"1763.2";"792.1";"142.7";"934.8";"65.3";"9.7";"75.0";"85.9";"8.5";"89.5";"15.7";"26.70"
"Jens Hjertø Dahl";"Tromsø IL";"Tromsø IL v SK Brann";"NOR - Eliteserien";"RM";"Midfield";"74.42";"2005-10-31";"12398.3";"2453.8";"903.4";"131.8";"1035.2";"62.9";"8.5";"71.4";"105.2";"6.0";"111.3";"25.4";"25.80"
"Jakob Napoleon Romsaas";"Tromsø IL";"Tromsø IL v SK Brann";"NOR - Eliteserien";"CF";"Center Forward";"82.69";"2004-05-16";"12021.4";"2099.5";"729.2";"145.8";"875.1";"66.4";"9.8";"76.2";"104.5";"9.8";"90.3";"16.3";"26.00"
"Niklas Fernando Nygård Castro";"SK Brann";"Tromsø IL v SK Brann";"NOR - Eliteserien";"LF";"Wide Attacker";"62.29";"1996-01-08";"12113.7";"1943.3";"575.1";"54.9";"630.0";"53.5";"2.9";"56.3";"88.1";"2.9";"83.8";"13.0";"24.70"
"Kent-Are Antonsen";"Tromsø IL";"Tromsø IL v SK Brann";"NOR - Eliteserien";"LM";"Midfield";"96.90";"1995-02-12";"11726.0";"2040.6";"825.7";"156.0";"981.7";"67.8";"11.1";"78.9";"90.1";"4.6";"98.5";"19.5";"26.60"
"Casper Öyvann";"Tromsø IL";"Tromsø IL v SK Brann";"NOR - Eliteserien";"RCB";"Central Defender";"96.90";"1999-12-07";"10942.1";"1530.7";"452.3";"131.9";"584.2";"34.4";"6.5";"40.9";"86.4";"3.7";"85.4";"11.1";"27.70"
"Felix Horn Myhre";"SK Brann";"Tromsø IL v SK Brann";"NOR - Eliteserien";"LM";"Midfield";"96.90";"1999-03-04";"11974.0";"2318.3";"924.1";"124.5";"1048.6";"79.9";"6.5";"86.4";"105.9";"4.6";"96.6";"19.5";"26.00"
"Niklas Brøndsted Vesterlund Nielsen";"Tromsø IL";"Tromsø IL v SK Brann";"NOR - Eliteserien";"RWB";"Full Back";"96.90";"1999-06-06";"11654.5";"1774.0";"835.0";"459.8";"1294.7";"57.6";"21.4";"78.9";"88.2";"8.4";"92.0";"16.7";"31.10"
"Ole Didrik Blomberg";"SK Brann";"Tromsø IL v SK Brann";"NOR - Eliteserien";"RF";"Wide Attacker";"96.90";"2000-06-12";"10792.6";"1448.9";"601.9";"195.0";"796.9";"46.4";"8.4";"54.8";"80.8";"4.6";"82.7";"13.0";"28.70"
"Ruben Yttergård Jenssen";"Tromsø IL";"Tromsø IL v SK Brann";"NOR - Eliteserien";"DM";"Midfield";"96.90";"1988-05-04";"12998.5";"2715.8";"591.6";"93.8";"685.4";"37.2";"2.8";"39.9";"82.7";"2.8";"94.7";"10.2";"26.60"
"Niklas Jensen Wassberg";"SK Brann";"Tromsø IL v SK Brann";"NOR - Eliteserien";"RM";"Midfield";"72.85";"2004-06-12";"11695.7";"2244.7";"840.1";"123.5";"963.6";"69.2";"7.4";"76.6";"90.2";"6.2";"102.5";"19.8";"26.80"
"Fredrik Pallesen Knudsen";"SK Brann";"Tromsø IL v SK Brann";"NOR - Eliteserien";"RCB";"Central Defender";"62.29";"1996-08-30";"10917.3";"1689.0";"407.4";"125.7";"533.2";"31.8";"7.2";"39.0";"73.7";"2.9";"67.9";"13.0";"27.50"
"Sander Moen Foss";"Sandefjord Fotball";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"LCB";"Central Defender";"96.16";"1998-12-31";"9267.7";"1120.3";"307.0";"103.9";"410.9";"26.2";"4.7";"30.9";"59.9";"4.7";"55.2";"8.4";"27.80"
"Vetle Walle Egeli";"Sandefjord Fotball";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"LB";"Full Back";"96.16";"2004-02-02";"10481.6";"1439.5";"569.1";"201.2";"770.3";"44.9";"9.4";"54.3";"75.8";"2.8";"74.9";"10.3";"27.30"
"Jostein Maurstad Gundersen";"Tromsø IL";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"RCB";"Central Defender";"96.16";"1996-04-02";"10447.0";"1296.3";"393.1";"90.8";"483.9";"32.8";"3.7";"36.5";"68.3";"2.8";"55.2";"6.6";"27.20"
"Franklin Daliba Nyenetue";"Sandefjord Fotball";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"CF";"Center Forward";"65.65";"2000-11-16";"11133.1";"1638.2";"796.5";"216.6";"1013.1";"68.5";"11.0";"79.5";"86.4";"6.9";"71.3";"17.8";"29.20"
"Filip Ottosson";"Sandefjord Fotball";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"DM";"Midfield";"96.16";"1996-09-12";"11238.8";"1860.6";"442.7";"135.7";"578.4";"36.5";"5.6";"42.1";"67.4";"3.7";"71.1";"6.6";"28.40"
"Jakob Maslö Dunsby";"Sandefjord Fotball";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"LF";"Wide Attacker";"65.65";"2000-03-13";"11068.7";"1783.5";"836.3";"324.9";"1161.2";"58.9";"16.5";"75.4";"94.6";"0.0";"82.3";"13.7";"28.50"
"Vegard Østraat Erlien";"Tromsø IL";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"CF";"Center Forward";"87.48";"1998-01-07";"11548.4";"1994.9";"711.9";"162.6";"874.5";"52.5";"6.2";"58.6";"87.4";"3.1";"77.2";"18.5";"26.60"
"El Hadji Malick Diouf";"Tromsø IL";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"LWB";"Full Back";"68.60";"2004-12-28";"10889.2";"1637.3";"750.4";"375.2";"1125.7";"51.2";"14.4";"65.6";"89.2";"2.6";"80.0";"10.5";"30.30"
"Freddy Aleksander Damnjanovic Nilsson";"Sandefjord Fotball";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"LM";"Midfield";"88.50";"2002-09-05";"10990.2";"2044.1";"505.4";"93.6";"599.0";"39.7";"3.1";"42.7";"75.3";"5.1";"73.2";"10.2";"25.80"
"Jesper Taaje";"Sandefjord Fotball";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"RCB";"Central Defender";"96.16";"1997-10-25";"9698.2";"1306.6";"311.7";"52.4";"364.1";"26.2";"2.8";"29.0";"65.5";"0.0";"55.2";"5.6";"25.70"
"Yaw Paintsil";"Tromsø IL";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"CF";"Center Forward";"96.16";"1999-08-19";"10286.0";"1461.0";"576.5";"249.0";"825.5";"51.5";"12.2";"63.6";"76.7";"2.8";"81.4";"15.0";"30.30"
"Fredrik Mani Pålerud";"Sandefjord Fotball";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"RB";"Full Back";"96.16";"1994-02-24";"10824.1";"1754.9";"768.4";"205.0";"973.4";"58.0";"11.2";"69.3";"78.6";"0.0";"83.3";"15.0";"27.60"
"Sander Risan Mørk";"Sandefjord Fotball";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"RM";"Midfield";"65.65";"2000-12-06";"11935.1";"2363.4";"989.8";"174.1";"1163.9";"63.1";"6.9";"69.9";"89.1";"8.2";"96.0";"16.5";"27.80"
"Anders Finjord Jenssen";"Tromsø IL";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"LCB";"Central Defender";"68.60";"1993-10-10";"10688.5";"1441.8";"460.5";"122.0";"582.5";"31.5";"5.2";"36.7";"76.1";"3.9";"60.3";"7.9";"27.70"
"Gilbert Koomson";"Sandefjord Fotball";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"RF";"Wide Attacker";"88.50";"1994-09-09";"10181.7";"1258.0";"606.1";"274.6";"880.7";"47.8";"17.3";"65.1";"73.2";"17.3";"72.2";"15.3";"29.40"
"Kent-Are Antonsen";"Tromsø IL";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"LM";"Midfield";"96.16";"1995-02-12";"11425.0";"1929.9";"808.7";"215.3";"1023.9";"55.2";"10.3";"65.5";"71.1";"2.8";"86.1";"15.9";"27.40"
"Casper Öyvann";"Tromsø IL";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"CB";"Central Defender";"96.16";"1999-12-07";"9763.7";"1383.3";"457.7";"183.4";"641.1";"30.9";"9.4";"40.2";"66.5";"3.7";"66.5";"7.5";"29.30"
"Sakarias Opsahl";"Tromsø IL";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"RM";"Midfield";"87.48";"1999-07-17";"10397.1";"1583.3";"470.2";"57.6";"527.8";"35.0";"4.1";"39.1";"72.0";"6.2";"76.1";"10.3";"25.00"
"Niklas Brøndsted Vesterlund Nielsen";"Tromsø IL";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"RWB";"Full Back";"96.16";"1999-06-06";"11101.2";"1731.5";"604.6";"341.6";"946.2";"41.2";"14.0";"55.2";"76.7";"8.4";"75.8";"15.0";"30.60"
"Ruben Yttergård Jenssen";"Tromsø IL";"Tromsø IL v Sandefjord Fotball";"NOR - Eliteserien";"DM";"Midfield";"96.16";"1988-05-04";"12220.6";"2508.3";"533.5";"117.9";"651.4";"42.1";"4.7";"46.8";"67.4";"1.9";"76.7";"10.3";"28.60"
"Lasse Selvåg Nordås";"Tromsø IL";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"CF";"Center Forward";"65.59";"2002-02-10";"11527.5";"1834.6";"849.4";"333.4";"1182.8";"57.6";"19.2";"76.8";"94.7";"13.7";"76.8";"26.1";"28.80"
"Ole Christian Hammerfjell Sæter";"Rosenborg BK";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"CF";"Center Forward";"62.59";"1996-03-30";"9452.9";"914.5";"429.9";"232.9";"662.9";"33.1";"8.6";"41.7";"71.9";"2.9";"69.0";"17.3";"31.00"
"Ulrik Yttergård Jenssen";"Rosenborg BK";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"LCB";"Central Defender";"94.19";"1996-07-17";"10499.2";"1321.5";"287.6";"66.9";"354.5";"26.8";"2.9";"29.6";"81.2";"4.8";"76.4";"11.5";"27.70"
"Edvard Sandvik Tagseth";"Rosenborg BK";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"LM";"Midfield";"94.19";"2001-01-23";"12248.8";"2202.5";"722.4";"131.9";"854.2";"48.7";"5.7";"54.5";"89.8";"4.8";"107.0";"17.2";"27.70"
"Santeri Väänänen";"Rosenborg BK";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"DM";"Midfield";"94.19";"2002-01-01";"12044.3";"2205.3";"444.3";"132.8";"577.1";"38.2";"4.8";"43.0";"87.9";"3.8";"98.4";"9.6";"28.40"
"Olaus Jair Skarsem";"Rosenborg BK";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"LW";"Wide Attacker";"62.59";"1998-07-02";"10689.6";"1399.1";"811.0";"277.5";"1088.5";"61.8";"17.3";"79.1";"87.7";"11.5";"84.8";"20.1";"30.50"
"Jostein Maurstad Gundersen";"Tromsø IL";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"RCB";"Central Defender";"94.19";"1996-04-02";"10504.9";"1432.3";"451.0";"114.7";"565.7";"38.2";"4.8";"43.0";"75.5";"1.9";"65.9";"13.4";"28.70"
"Yaw Paintsil";"Tromsø IL";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"LWB";"Full Back";"88.42";"1999-08-19";"10897.3";"1746.7";"630.1";"246.3";"876.4";"43.8";"12.2";"56.0";"90.6";"9.2";"84.5";"21.4";"28.90"
"Adam Andersson";"Rosenborg BK";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"RB";"Full Back";"94.19";"1996-11-11";"10503.0";"1445.7";"574.3";"121.4";"695.6";"46.8";"11.5";"58.3";"87.9";"7.6";"82.2";"14.3";"27.10"
"Jakob Napoleon Romsaas";"Tromsø IL";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"CF";"Center Forward";"78.80";"2004-05-16";"11767.4";"1961.0";"653.3";"149.6";"802.9";"57.1";"8.0";"65.1";"101.6";"5.7";"93.7";"18.3";"29.90"
"Kent-Are Antonsen";"Tromsø IL";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"LM";"Midfield";"88.42";"1995-02-12";"11588.4";"2038.8";"817.3";"191.4";"1008.7";"53.9";"13.2";"67.2";"91.6";"6.1";"90.6";"21.4";"28.00"
"Sakarias Opsahl";"Tromsø IL";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"RM";"Midfield";"94.19";"1999-07-17";"10869.9";"1443.8";"428.1";"88.9";"516.9";"28.7";"3.8";"32.5";"81.2";"6.7";"81.2";"11.5";"27.30"
"Anders Finjord Jenssen";"Tromsø IL";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"LCB";"Central Defender";"94.19";"1993-10-10";"10262.2";"1385.5";"383.2";"134.7";"517.9";"34.4";"5.7";"40.1";"76.4";"3.8";"77.4";"10.5";"29.70"
"Christophe Psyché";"Tromsø IL";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"CB";"Central Defender";"94.19";"1988-07-28";"10121.8";"1440.9";"412.8";"145.2";"558.0";"33.4";"6.7";"40.1";"81.2";"4.8";"71.7";"7.6";"28.20"
"Niklas Brøndsted Vesterlund Nielsen";"Tromsø IL";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"RWB";"Full Back";"94.19";"1999-06-06";"11118.4";"1667.4";"759.6";"290.5";"1050.1";"46.8";"17.2";"64.0";"89.8";"7.6";"79.3";"21.0";"28.90"
"Ruben Yttergård Jenssen";"Tromsø IL";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"DM";"Midfield";"94.19";"1988-05-04";"11869.4";"2170.0";"534.1";"75.5";"609.6";"42.0";"1.9";"44.0";"88.9";"1.9";"72.6";"12.4";"26.60"
"Adrian Nilsen Pereira";"Rosenborg BK";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"LB";"Full Back";"94.19";"1999-08-31";"10235.5";"1294.7";"554.2";"220.7";"774.9";"44.9";"11.5";"56.4";"90.8";"8.6";"76.4";"20.1";"28.90"
"Sverre Halseth Nypan";"Rosenborg BK";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"RM";"Midfield";"62.59";"2006-12-19";"11837.0";"1903.8";"729.0";"162.5";"891.5";"48.9";"10.1";"59.0";"94.9";"1.4";"84.8";"12.9";"28.00"
"Erlend Dahl Reitan";"Rosenborg BK";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"RCB";"Central Defender";"94.19";"1997-09-11";"10093.1";"1194.4";"258.0";"77.4";"335.4";"21.0";"2.9";"23.9";"79.3";"1.9";"81.2";"8.6";"27.50"
"Emil Frederiksen";"Rosenborg BK";"Tromsø IL v Rosenborg BK";"NOR - Eliteserien";"RW";"Wide Attacker";"69.52";"2000-09-05";"11167.1";"1754.2";"820.8";"152.8";"973.5";"69.9";"5.2";"75.1";"90.6";"6.5";"82.9";"29.8";"26.60"
"Lennart Thy";"PEC Zwolle";"Vitesse v PEC Zwolle";"NED - Eredivisie";"RM";"Midfield";"96.45";"1992-02-25";"11858.2";"1924.1";"648.5";"99.8";"748.4";"59.7";"6.5";"66.3";"80.2";"3.7";"85.8";"14.0";"26.40"
"Dominik Oroz";"Vitesse";"Vitesse v PEC Zwolle";"NED - Eredivisie";"RB";"Full Back";"66.62";"2000-10-29";"10498.2";"1440.1";"417.4";"102.7";"520.1";"45.9";"4.1";"50.0";"95.9";"4.1";"82.4";"20.3";"27.60"
"Ramon Hendriks";"Vitesse";"Vitesse v PEC Zwolle";"NED - Eredivisie";"LCB";"Central Defender";"96.45";"2001-07-18";"10078.7";"1319.4";"249.1";"70.9";"320.1";"21.5";"3.7";"25.2";"76.5";"4.7";"82.1";"8.4";"28.00"
"Michael  Gonçalves Pinto";"Vitesse";"Vitesse v PEC Zwolle";"NED - Eredivisie";"LB";"Full Back";"96.45";"1993-06-04";"10475.3";"1512.6";"645.7";"229.5";"875.3";"57.9";"10.3";"68.1";"85.8";"5.6";"84.9";"17.7";"30.20"
"Odysseus Velanas";"PEC Zwolle";"Vitesse v PEC Zwolle";"NED - Eredivisie";"LW";"Wide Attacker";"66.49";"1998-06-05";"11383.7";"2080.5";"831.1";"231.5";"1062.6";"67.7";"10.8";"78.5";"102.9";"10.8";"92.0";"32.5";"28.90"
"Bram van Polen";"PEC Zwolle";"Vitesse v PEC Zwolle";"NED - Eredivisie";"LCB";"Central Defender";"96.45";"1985-10-11";"9542.1";"1304.5";"310.7";"43.9";"354.6";"23.3";"2.8";"26.1";"87.7";"3.7";"89.6";"16.8";"25.20"
"Younes Namli";"PEC Zwolle";"Vitesse v PEC Zwolle";"NED - Eredivisie";"RW";"Wide Attacker";"85.69";"1994-06-20";"10986.1";"1746.6";"790.9";"183.8";"974.7";"63.0";"8.4";"71.4";"83.0";"4.2";"76.7";"11.6";"28.20"
"Marco van Ginkel";"Vitesse";"Vitesse v PEC Zwolle";"NED - Eredivisie";"AM";"Midfield";"96.45";"1992-12-01";"10668.4";"1588.2";"610.3";"132.5";"742.8";"46.7";"7.5";"54.1";"84.9";"1.9";"74.7";"7.5";"28.80"
"Enzo Cornelisse";"Vitesse";"Vitesse v PEC Zwolle";"NED - Eredivisie";"LDM";"Midfield";"69.68";"2002-06-29";"11247.4";"1449.2";"377.2";"85.2";"462.4";"32.3";"3.9";"36.2";"76.2";"5.2";"80.1";"11.6";"31.20"
"Kacper Kozłowski";"Vitesse";"Vitesse v PEC Zwolle";"NED - Eredivisie";"RW";"Wide Attacker";"81.15";"2003-10-16";"9941.6";"1342.0";"555.6";"125.3";"681.0";"55.5";"6.7";"62.1";"96.5";"6.7";"79.9";"18.9";"28.60"
"Joel Voelkerling Persson";"Vitesse";"Vitesse v PEC Zwolle";"NED - Eredivisie";"CF";"Center Forward";"66.62";"2003-01-15";"10174.0";"1349.6";"541.7";"148.6";"690.3";"48.6";"13.5";"62.1";"94.6";"9.5";"77.0";"14.9";"27.90"
"Zico  Buurmeester";"PEC Zwolle";"Vitesse v PEC Zwolle";"NED - Eredivisie";"DM";"Midfield";"96.45";"2002-06-07";"10917.6";"1671.2";"526.3";"42.0";"568.3";"41.1";"3.7";"44.8";"86.8";"3.7";"83.0";"14.9";"25.30"
"Sam Kersten";"PEC Zwolle";"Vitesse v PEC Zwolle";"NED - Eredivisie";"RCB";"Central Defender";"96.45";"1998-01-30";"9576.7";"1270.0";"404.0";"100.8";"504.8";"32.7";"6.5";"39.2";"79.3";"2.8";"75.6";"20.5";"28.90"
"Eliano Reijnders";"PEC Zwolle";"Vitesse v PEC Zwolle";"NED - Eredivisie";"RB";"Full Back";"96.45";"2000-10-23";"10284.9";"1542.5";"652.3";"219.3";"871.5";"56.0";"9.3";"65.3";"89.6";"1.9";"94.2";"19.6";"28.30"
"Million Manhoef";"Vitesse";"Vitesse v PEC Zwolle";"NED - Eredivisie";"LW";"Wide Attacker";"96.45";"2002-01-03";"10346.5";"1496.7";"720.4";"348.1";"1068.4";"61.6";"18.7";"80.2";"82.1";"9.3";"79.3";"15.9";"29.30"
"Mathijs Tielemans";"Vitesse";"Vitesse v PEC Zwolle";"NED - Eredivisie";"RDM";"Midfield";"81.15";"2002-04-26";"11481.0";"2075.0";"785.2";"200.7";"986.0";"59.9";"14.4";"74.3";"93.2";"5.5";"78.7";"14.4";"27.80"
"Davy van den Berg ";"PEC Zwolle";"Vitesse v PEC Zwolle";"NED - Eredivisie";"LM";"Midfield";"96.45";"2000-02-04";"11762.1";"2207.8";"662.5";"70.0";"732.5";"51.3";"2.8";"54.1";"97.0";"3.7";"90.5";"13.1";"25.20"
"Anselmo García MacNulty";"PEC Zwolle";"Vitesse v PEC Zwolle";"NED - Eredivisie";"LB";"Full Back";"90.75";"2003-02-19";"9913.4";"1304.1";"545.5";"104.1";"649.6";"47.6";"6.9";"54.5";"80.3";"6.0";"89.3";"22.8";"27.60"
"Nicolas Isimat-Mirin";"Vitesse";"Vitesse v PEC Zwolle";"NED - Eredivisie";"RCB";"Central Defender";"96.45";"1991-11-15";"9827.7";"1269.1";"307.9";"8.4";"316.3";"27.1";"0.0";"27.1";"74.7";"12.1";"73.7";"10.3";"23.90"
"Tolis Vellios";"PEC Zwolle";"Vitesse v PEC Zwolle";"NED - Eredivisie";"CF";"Center Forward";"96.45";"1992-01-08";"10275.6";"1217.7";"366.7";"29.9";"396.6";"41.1";"2.8";"43.9";"72.8";"5.6";"58.8";"10.3";"25.20"
"Lasse Wehmeyer";"Heracles Almelo";"SC Heerenveen v Heracles Almelo";"NED - Eredivisie";"RW";"Wide Attacker";"61.93";"2002-09-18";"11592.6";"2069.4";"722.3";"155.5";"877.8";"71.2";"7.3";"78.5";"81.4";"10.2";"82.8";"16.0";"27.40"
