"Player";"Team";"Match";"Competition";"Position";"Position Group";"Minutes Played";"Birthdate";"Distance P90";"Running Distance P90";"HSR Distance P90";"Sprinting Distance P90";"HI Distance P90";"Count HSR P90";"Count Sprint P90";"Count HI P90";"Count Medium Acceleration P90";"Count High Acceleration P90";"Count Medium Deceleration P90";"Count High Deceleration P90";"PSV-99"
"Bogdan Chuev";"FC Minai";"FC Minai v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"RCB";"Central Defender";"73.87";"2000-02-23";"9779.7";"1384.1";"523.9";"104.8";"628.7";"37.8";"6.1";"43.9";"75.5";"0.0";"68.2";"12.2";"27.60"
"Andriy Buleza";"FC Minai";"FC Minai v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"LWB";"Full Back";"96.50";"2004-01-25";"9975.5";"1496.0";"610.9";"167.9";"778.8";"42.0";"11.2";"53.2";"87.7";"8.4";"68.1";"17.7";"26.80"
"Pavlo Lukyanchuk";"FC Obolon'-Brovar Kyiv";"FC Minai v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"LCB";"Central Defender";"96.50";"1996-05-19";"9097.0";"1054.8";"341.3";"128.7";"470.1";"24.2";"3.7";"28.0";"69.9";"5.6";"57.8";"9.3";"29.00"
"Ehor Tverdokhlib";"FC Minai";"FC Minai v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"LW";"Wide Attacker";"96.50";"2000-12-17";"9920.5";"1400.8";"574.5";"254.6";"829.1";"44.8";"9.3";"54.1";"75.5";"3.7";"68.1";"15.9";"29.70"
"Vadym Vitenchuk";"FC Minai";"FC Minai v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"LM";"Midfield";"96.50";"1997-01-13";"9961.6";"1537.0";"588.5";"141.8";"730.3";"34.5";"6.5";"41.0";"75.5";"5.6";"70.9";"14.9";"28.00"
"Yegor Gunichev";"FC Minai";"FC Minai v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"CF";"Center Forward";"73.87";"2003-12-31";"10129.4";"1549.7";"539.7";"134.0";"673.8";"43.9";"7.3";"51.2";"84.1";"6.1";"74.3";"19.5";"27.40"
"Dmytro Nemchaninov";"FC Minai";"FC Minai v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"LCB";"Central Defender";"96.50";"1990-01-27";"9237.8";"1106.1";"398.2";"90.5";"488.7";"28.0";"4.7";"32.6";"73.7";"5.6";"62.5";"12.1";"27.00"
"Julio Cesar Basilio da Silva";"Veres Rivne";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"LCB";"Central Defender";"101.25";"1996-12-06";"8723.6";"872.9";"251.6";"35.6";"287.1";"24.9";"2.7";"27.6";"96.0";"5.3";"73.8";"11.6";"25.50"
"Yevgeniy Shevchenko";"Veres Rivne";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"LB";"Full Back";"101.25";"1995-12-02";"10261.3";"1456.9";"693.3";"216.9";"910.2";"53.3";"12.4";"65.8";"112.0";"7.1";"97.8";"17.8";"27.60"
"Vladyslav  Sharay";"Veres Rivne";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"RW";"Wide Attacker";"101.25";"1997-05-25";"10153.8";"1620.4";"539.6";"120.9";"660.4";"50.7";"6.2";"56.9";"126.2";"5.3";"104.0";"16.9";"26.80"
"Giorgi Gocholeishvili";"FC Shakhtar Donetsk";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"RB";"Full Back";"101.25";"2001-02-14";"9095.1";"996.4";"508.4";"259.6";"768.0";"40.9";"10.7";"51.6";"105.8";"13.3";"76.4";"14.2";"30.50"
"Valeriy Kucherov";"Veres Rivne";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"LDM";"Midfield";"93.45";"1993-08-11";"10663.2";"1940.6";"630.8";"43.3";"674.2";"58.7";"2.9";"61.6";"121.3";"4.8";"107.9";"19.3";"25.60"
"Andriy Kukharuk";"Veres Rivne";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"AM";"Midfield";"101.25";"1995-12-13";"10474.7";"1382.2";"472.0";"74.7";"546.7";"42.7";"6.2";"48.9";"113.8";"4.4";"92.4";"16.0";"26.70"
"Valeriy Bondar";"FC Shakhtar Donetsk";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"RCB";"Central Defender";"101.25";"1999-02-27";"8743.1";"1044.4";"301.3";"57.8";"359.1";"23.1";"2.7";"25.8";"97.8";"6.2";"75.6";"13.3";"28.60"
"Vitaliy Dakhnovskyi";"Veres Rivne";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"LW";"Wide Attacker";"98.06";"1999-02-10";"9863.7";"1382.2";"695.7";"159.7";"855.4";"55.1";"11.9";"67.0";"106.5";"5.5";"98.2";"25.7";"27.40"
"Mykola Gayduchyk";"Veres Rivne";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"CF";"Center Forward";"82.51";"1999-12-30";"10542.4";"1613.3";"534.5";"124.3";"658.8";"53.4";"7.6";"61.1";"129.8";"2.2";"85.1";"22.9";"27.70"
"Mykola Matvienko";"FC Shakhtar Donetsk";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"LCB";"Central Defender";"101.25";"1996-05-02";"9236.4";"1234.7";"383.1";"108.4";"491.6";"32.0";"4.4";"36.4";"96.9";"8.0";"72.0";"9.8";"28.30"
"Georgiy Sudakov";"FC Shakhtar Donetsk";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"LM";"Midfield";"101.25";"2002-09-01";"9937.8";"1347.6";"423.1";"48.9";"472.0";"36.4";"1.8";"38.2";"104.9";"7.1";"100.4";"9.8";"26.50"
"Artem Bondarenko";"FC Shakhtar Donetsk";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"DM";"Midfield";"101.25";"2000-08-21";"10410.7";"1632.0";"519.1";"102.2";"621.3";"42.7";"3.6";"46.2";"102.2";"2.7";"74.7";"14.2";"27.80"
"Danylo Sikan";"FC Shakhtar Donetsk";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"CF";"Center Forward";"68.60";"2001-04-16";"9328.0";"1107.3";"465.7";"154.8";"620.6";"38.0";"10.5";"48.5";"95.8";"9.2";"80.0";"23.6";"28.20"
"Oleksandr Kucherenko";"Veres Rivne";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"RCB";"Central Defender";"101.25";"1991-10-01";"8966.2";"996.4";"298.7";"52.4";"351.1";"24.0";"2.7";"26.7";"95.1";"6.2";"87.1";"15.1";"26.60"
"Denys Balan";"Veres Rivne";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"RB";"Full Back";"101.25";"1993-08-18";"9624.9";"1232.0";"437.3";"104.9";"542.2";"43.6";"7.1";"50.7";"98.7";"7.1";"100.4";"17.8";"27.80"
"Newerton Martins da Silva";"FC Shakhtar Donetsk";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"LF";"Wide Attacker";"68.60";"2005-06-03";"9234.8";"1339.5";"688.8";"183.7";"872.4";"56.4";"7.9";"64.3";"115.5";"21.0";"97.1";"28.9";"29.30"
"Oleksandr Zubkov";"FC Shakhtar Donetsk";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"RF";"Wide Attacker";"96.16";"1996-08-03";"9833.9";"1305.6";"601.8";"224.6";"826.4";"56.2";"16.8";"73.0";"98.3";"6.6";"69.3";"22.5";"29.30"
"Vasyl Kurko";"Veres Rivne";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"RDM";"Midfield";"101.25";"1995-04-25";"10755.6";"1576.0";"574.2";"123.6";"697.8";"49.8";"7.1";"56.9";"111.1";"4.4";"105.8";"11.6";"27.70"
"Dmytro Kryskiv";"FC Shakhtar Donetsk";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"RM";"Midfield";"72.01";"2000-10-06";"9442.4";"1047.4";"251.2";"7.5";"258.7";"22.5";"1.2";"23.7";"108.7";"3.7";"81.2";"7.5";"24.70"
"Irakli Azarovi";"FC Shakhtar Donetsk";"FC Shakhtar Donetsk v Veres Rivne";"UKR - Premier League";"LB";"Full Back";"101.25";"2002-02-21";"9693.3";"1354.7";"633.8";"137.8";"771.6";"55.1";"9.8";"64.9";"116.4";"11.6";"90.7";"10.7";"26.60"
"Mykola Shaparenko";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LM";"Midfield";"60.48";"1998-10-04";"12433.0";"2439.0";"1129.5";"153.3";"1282.7";"84.8";"8.9";"93.8";"128.0";"7.4";"102.7";"22.3";"25.80"
"Vladyslav Dmytrenko";"FC Metalist 1925 Kharkiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LW";"Wide Attacker";"77.11";"2000-05-24";"10177.7";"1466.0";"715.5";"379.3";"1094.8";"61.9";"17.5";"79.4";"108.5";"10.5";"77.0";"31.5";"31.30"
"Vitaliy Buyalskyi";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RM";"Midfield";"60.48";"1993-01-06";"11619.0";"2186.0";"709.8";"153.3";"863.1";"59.5";"7.4";"67.0";"104.2";"6.0";"95.2";"16.4";"26.80"
"Yaroslav Martynyuk";"FC Metalist 1925 Kharkiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LM";"Midfield";"95.53";"1989-02-20";"11473.0";"2029.3";"675.5";"145.1";"820.6";"61.2";"7.5";"68.8";"107.4";"3.8";"94.2";"16.0";"26.80"
"Vladyslav Dubinchak";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LB";"Full Back";"95.53";"1998-07-01";"11106.6";"1523.4";"651.9";"473.9";"1125.8";"58.4";"16.0";"74.4";"123.4";"8.5";"79.1";"17.9";"31.00"
"Oleksandr Tymchyk";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RB";"Full Back";"95.53";"1997-01-20";"11470.2";"1707.1";"847.9";"583.2";"1431.1";"73.5";"22.6";"96.1";"115.9";"12.2";"88.6";"23.6";"32.40"
"Vladyslav Kabaev";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LW";"Wide Attacker";"60.48";"1995-09-01";"11322.9";"2043.2";"659.2";"261.9";"921.1";"61.0";"14.9";"75.9";"117.6";"6.0";"96.7";"14.9";"28.20"
"Nazar Voloshyn";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RW";"Wide Attacker";"91.65";"2003-06-17";"11178.1";"1921.8";"921.1";"448.8";"1369.9";"74.6";"21.6";"96.2";"105.1";"23.6";"115.9";"28.5";"31.80"
"Maksym Dyachuk";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RCB";"Central Defender";"95.53";"2003-07-21";"9851.7";"1374.5";"337.3";"64.1";"401.3";"35.8";"3.8";"39.6";"97.0";"6.6";"62.2";"10.4";"27.50"
"Volodymyr Brazhko";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"DM";"Midfield";"95.53";"2002-01-23";"11647.3";"2139.5";"635.0";"104.6";"739.6";"58.4";"8.5";"66.9";"106.5";"8.5";"98.9";"13.2";"26.30"
"Oleksiy Sydorov";"FC Metalist 1925 Kharkiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"CF";"Center Forward";"67.56";"2001-06-07";"11780.2";"1786.4";"856.6";"238.5";"1095.0";"78.6";"16.0";"94.6";"110.6";"10.7";"86.6";"21.3";"28.30"
"Vladyslav Vanat";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"CF";"Center Forward";"82.30";"2002-01-04";"10749.7";"1490.5";"762.2";"343.4";"1105.6";"65.6";"20.8";"86.4";"103.9";"10.9";"84.2";"15.3";"29.70"
"Vadym Chervak";"FC Metalist 1925 Kharkiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LCB";"Central Defender";"95.53";"1999-05-27";"9852.6";"1250.2";"389.1";"140.4";"529.5";"40.5";"5.7";"46.2";"94.2";"5.7";"79.1";"15.1";"29.60"
"Dmytro Kapinus";"FC Metalist 1925 Kharkiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RB";"Full Back";"95.53";"2003-04-28";"10150.3";"1299.2";"603.9";"128.1";"732.0";"41.5";"8.5";"49.9";"101.7";"8.5";"94.2";"19.8";"26.20"
"Maryan Faryna";"FC Metalist 1925 Kharkiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LB";"Full Back";"95.53";"2003-08-28";"10534.7";"1468.8";"570.9";"237.4";"808.3";"58.4";"10.4";"68.8";"111.2";"13.2";"96.1";"18.8";"28.60"
"Oleksandr Syrota";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LCB";"Central Defender";"95.53";"2000-06-11";"10307.7";"1435.8";"363.7";"99.9";"463.5";"36.7";"4.7";"41.5";"99.9";"8.5";"76.3";"8.5";"27.40"
"Yevgeniy  Tkachuk";"FC Metalist 1925 Kharkiv";"FC Dynamo Kyiv v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RCB";"Central Defender";"95.53";"1991-06-27";"9874.3";"1084.4";"295.8";"140.4";"436.2";"25.4";"5.7";"31.1";"87.6";"6.6";"81.0";"9.4";"28.60"
"Roman  Didyk";"FC Rukh Lviv";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"LCB";"Central Defender";"95.45";"2002-12-02";"8686.0";"941.0";"250.8";"67.9";"318.7";"24.5";"3.8";"28.3";"77.3";"1.9";"58.5";"6.6";"26.40"
"Vitaliy Roman";"FC Rukh Lviv";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"LB";"Full Back";"95.45";"2003-04-15";"9276.3";"1071.1";"502.6";"232.9";"735.5";"46.2";"12.3";"58.5";"87.7";"3.8";"70.7";"14.1";"28.40"
"Vladlen Yurchenko";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"RDM";"Midfield";"95.45";"1994-01-22";"10181.5";"1332.3";"247.0";"30.2";"277.2";"17.0";"0.9";"17.9";"85.8";"3.8";"79.2";"6.6";"23.00"
"Ruslan Stepanyuk";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"CF";"Center Forward";"85.78";"1992-01-16";"9399.7";"1098.5";"504.7";"135.3";"640.0";"46.2";"9.4";"55.6";"83.9";"2.1";"67.1";"14.7";"27.20"
"Felipe Rodrigues dos Santos";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"LW";"Wide Attacker";"95.45";"1995-10-31";"9141.4";"1281.4";"436.6";"139.5";"576.1";"47.1";"6.6";"53.7";"80.1";"6.6";"68.8";"12.3";"29.30"
"Ilya Kvasnytsya";"FC Rukh Lviv";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"RW";"Wide Attacker";"70.68";"2003-03-20";"10087.4";"1381.6";"795.8";"189.7";"985.6";"64.9";"15.3";"80.2";"90.4";"8.9";"78.9";"24.2";"28.50"
"Yevgeniy Pastukh";"FC Rukh Lviv";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"CF";"Center Forward";"95.45";"2004-03-19";"11439.3";"1921.6";"808.1";"242.3";"1050.4";"74.5";"9.4";"83.9";"86.7";"4.7";"86.7";"14.1";"27.40"
"Ibrahim Kane";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"RW";"Wide Attacker";"95.45";"2000-06-23";"9114.1";"1144.7";"686.4";"279.1";"965.5";"53.7";"11.3";"65.1";"82.0";"9.4";"67.9";"15.1";"28.30"
"Yevgen Pavlyuk";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"RCB";"Central Defender";"95.45";"2002-08-18";"9929.7";"1375.7";"321.5";"92.4";"413.9";"29.2";"3.8";"33.0";"79.2";"5.7";"68.8";"10.4";"27.10"
"Oleksiy Sych";"FC Rukh Lviv";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"RB";"Full Back";"95.45";"2001-04-01";"9766.6";"1297.4";"427.1";"166.9";"594.0";"39.6";"9.4";"49.0";"82.0";"9.4";"71.7";"12.3";"31.90"
"Bogdan Slyubyk";"FC Rukh Lviv";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"RCB";"Central Defender";"95.45";"2004-02-11";"9083.9";"1043.8";"400.7";"92.4";"493.1";"37.7";"6.6";"44.3";"78.3";"0.0";"59.4";"3.8";"27.00"
"Marko Sapuga";"FC Rukh Lviv";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"AM";"Midfield";"95.45";"2003-05-29";"11395.9";"2276.2";"851.4";"123.5";"975.0";"62.2";"4.7";"66.9";"99.9";"3.8";"93.3";"16.0";"25.70"
"Yaroslav Karabin";"FC Rukh Lviv";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"CF";"Center Forward";"70.68";"2002-11-19";"11113.8";"1804.3";"873.5";"198.6";"1072.2";"70.0";"12.7";"82.8";"99.3";"7.6";"84.0";"14.0";"27.10"
"Artem Chelyadin";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"LDM";"Midfield";"73.16";"1999-12-29";"10610.3";"1772.7";"586.8";"51.7";"638.5";"45.5";"1.2";"46.7";"91.0";"2.5";"73.8";"9.8";"24.60"
"Igor Perduta";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"LCB";"Central Defender";"95.45";"1990-11-15";"9562.9";"1173.9";"366.8";"83.9";"450.7";"31.1";"3.8";"34.9";"78.3";"4.7";"74.5";"10.4";"27.20"
"Najeeb Yakubu";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"LB";"Full Back";"73.16";"2000-05-01";"9294.0";"1312.6";"659.4";"188.2";"847.6";"59.0";"13.5";"72.6";"102.1";"7.4";"83.7";"22.1";"28.80"
"Oleksandr Sklyar";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"AM";"Midfield";"93.76";"1991-02-26";"9516.4";"1193.2";"546.2";"92.2";"638.3";"39.4";"2.9";"42.2";"80.6";"0.0";"73.0";"10.6";"26.20"
"Ilya Krupskyi";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"RB";"Full Back";"95.45";"2004-10-02";"10324.8";"1447.4";"613.8";"373.4";"987.2";"52.8";"17.9";"70.7";"95.2";"6.6";"75.4";"14.1";"28.60"
"Denys Pidgurskyi";"FC Rukh Lviv";"FC Vorskla Poltava v FC Rukh Lviv";"UKR - Premier League";"DM";"Midfield";"95.45";"2003-05-27";"10599.2";"1625.6";"563.9";"78.3";"642.1";"44.3";"2.8";"47.1";"86.7";"1.9";"83.9";"7.5";"26.50"
"Ilya  Putrya";"FC Chernomorets Odessa";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"RB";"Full Back";"94.46";"1998-05-15";"11172.3";"1527.3";"606.9";"154.4";"761.3";"53.4";"9.5";"62.9";"104.8";"5.7";"97.2";"17.2";"28.30"
"Vitaliy Ermakov";"FC Chernomorets Odessa";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"LCB";"Central Defender";"94.46";"1992-06-07";"10993.2";"1335.8";"483.1";"142.9";"626.0";"38.1";"8.6";"46.7";"99.1";"8.6";"94.3";"10.5";"27.60"
"Maksym  Bragaru";"FC Chernomorets Odessa";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"LB";"Full Back";"94.46";"2002-07-21";"10814.1";"1437.8";"646.9";"177.2";"824.2";"53.4";"11.4";"64.8";"96.2";"8.6";"85.8";"21.9";"27.50"
"Vladyslav Emets";"FC Kolos Kovalivka";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"LWB";"Full Back";"94.46";"1997-09-09";"11048.5";"1597.8";"546.9";"100.0";"646.9";"45.7";"5.7";"51.5";"105.8";"5.7";"92.4";"21.9";"26.00"
"Oleksandr Chornomorets";"FC Kolos Kovalivka";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"LCB";"Central Defender";"94.46";"1993-04-05";"10897.9";"1406.3";"411.6";"109.6";"521.2";"39.1";"5.7";"44.8";"99.1";"4.8";"92.4";"13.3";"26.60"
"Andriy  Shtogrin";"FC Chernomorets Odessa";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"LW";"Wide Attacker";"94.46";"1998-12-14";"10931.3";"1544.5";"608.8";"224.9";"833.7";"53.4";"12.4";"65.7";"95.3";"12.4";"92.4";"16.2";"28.50"
"Oleksandr Vasylyev";"FC Chernomorets Odessa";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"RDM";"Midfield";"94.46";"1994-04-27";"11785.0";"1698.8";"391.6";"89.6";"481.2";"32.4";"4.8";"37.2";"111.5";"2.9";"97.2";"10.5";"26.20"
"Jon Šporn";"FC Chernomorets Odessa";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"LDM";"Midfield";"94.46";"1997-05-22";"12298.5";"2079.9";"509.7";"52.4";"562.1";"36.2";"1.9";"38.1";"104.8";"2.9";"76.2";"8.6";"25.00"
"Vladyslav Veleten";"FC Kolos Kovalivka";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"LF";"Wide Attacker";"60.56";"2002-10-01";"13023.0";"2068.7";"902.1";"252.6";"1154.7";"77.3";"8.9";"86.2";"150.1";"5.9";"120.4";"31.2";"28.90"
"Orest Kuzyk";"FC Chernomorets Odessa";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"AM";"Midfield";"94.46";"1995-05-17";"10983.7";"1469.2";"533.6";"128.6";"662.2";"45.7";"7.6";"53.4";"98.1";"4.8";"95.3";"17.2";"27.50"
"Oleg Ilyin";"FC Kolos Kovalivka";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"RF";"Wide Attacker";"60.56";"1997-06-08";"13146.3";"2088.0";"998.7";"347.8";"1346.4";"72.8";"17.8";"90.7";"123.3";"7.4";"130.8";"22.3";"28.70"
"Vadym Milko";"FC Kolos Kovalivka";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"RM";"Midfield";"80.23";"1986-08-22";"12164.5";"1848.7";"354.5";"75.2";"429.6";"30.3";"2.2";"32.5";"113.3";"2.2";"109.9";"13.5";"26.00"
"Anton Salabay";"FC Kolos Kovalivka";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"CF";"Center Forward";"73.20";"2002-06-12";"13571.3";"2438.1";"1024.2";"236.1";"1260.2";"81.1";"16.0";"97.1";"121.7";"4.9";"94.7";"25.8";"27.10"
"Ziguy Badibanga";"FC Chernomorets Odessa";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"RW";"Wide Attacker";"94.46";"1991-11-26";"10510.2";"1688.3";"611.7";"81.0";"692.7";"58.1";"4.8";"62.9";"115.3";"17.2";"105.8";"25.7";"26.10"
"Luka Guček";"FC Chernomorets Odessa";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"RCB";"Central Defender";"94.46";"1999-01-29";"10798.9";"1310.1";"412.6";"106.7";"519.3";"39.1";"6.7";"45.7";"83.8";"1.9";"68.6";"8.6";"27.00"
"Valeriy Bondarenko";"FC Kolos Kovalivka";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"CB";"Central Defender";"94.46";"1994-02-03";"10492.1";"1135.7";"258.2";"53.4";"311.6";"23.8";"3.8";"27.6";"87.7";"4.8";"81.0";"14.3";"26.40"
"Mykyta Burda";"FC Kolos Kovalivka";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"RCB";"Central Defender";"94.46";"1995-03-24";"10252.0";"1202.4";"372.5";"98.1";"470.7";"32.4";"4.8";"37.2";"81.0";"7.6";"86.7";"18.1";"27.30"
"Oleksandr Demchenko";"FC Kolos Kovalivka";"FC Chernomorets Odessa v FC Kolos Kovalivka";"UKR - Premier League";"LM";"Midfield";"94.46";"1996-02-13";"12975.0";"2403.9";"522.1";"54.3";"576.4";"45.7";"2.9";"48.6";"109.6";"3.8";"118.1";"14.3";"24.80"
"Mykola Shaparenko";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"LDM";"Midfield";"67.78";"1998-10-04";"11609.2";"2129.8";"794.0";"201.8";"995.9";"66.4";"9.3";"75.7";"89.0";"6.6";"96.9";"21.2";"27.40"
"Taras Moroz";"FC Obolon'-Brovar Kyiv";"FC Dynamo Kyiv v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"DM";"Midfield";"86.08";"1996-02-21";"11954.7";"2116.2";"592.8";"123.4";"716.2";"51.2";"5.2";"56.5";"98.3";"1.0";"95.1";"11.5";"28.60"
"Igor Krasnopir";"FC Obolon'-Brovar Kyiv";"FC Dynamo Kyiv v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"CF";"Center Forward";"82.27";"2002-12-01";"11949.3";"1918.8";"830.3";"241.8";"1072.1";"72.2";"17.5";"89.7";"102.8";"7.7";"74.4";"25.2";"27.50"
"Egor  Prokopenko";"FC Obolon'-Brovar Kyiv";"FC Dynamo Kyiv v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"LWB";"Full Back";"96.67";"1998-05-24";"10600.4";"1443.1";"621.9";"196.4";"818.4";"49.3";"14.0";"63.3";"107.1";"7.4";"80.1";"17.7";"28.70"
"Vitaliy Buyalskyi";"FC Dynamo Kyiv";"FC Dynamo Kyiv v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"AM";"Midfield";"96.67";"1993-01-06";"10290.4";"1439.3";"445.0";"54.9";"499.9";"37.2";"1.9";"39.1";"82.9";"1.9";"75.4";"10.2";"25.30"
"Igor  Medynskyi";"FC Obolon'-Brovar Kyiv";"FC Dynamo Kyiv v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"RWB";"Full Back";"96.67";"1993-01-03";"10279.2";"1308.1";"590.3";"189.9";"780.2";"45.6";"8.4";"54.0";"95.9";"8.4";"85.7";"17.7";"28.80"
"Ruslan Chernenko";"FC Obolon'-Brovar Kyiv";"FC Dynamo Kyiv v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"RM";"Midfield";"96.67";"1992-09-29";"10823.8";"1682.3";"460.8";"76.3";"537.2";"35.4";"2.8";"38.2";"84.7";"1.9";"81.9";"4.7";"26.90"
"Rostyslav Taranukha";"FC Obolon'-Brovar Kyiv";"FC Dynamo Kyiv v FC Obolon'-Brovar Kyiv";"UKR - Premier League";"CF";"Center Forward";"72.58";"1997-01-26";"11606.5";"1762.1";"770.0";"292.6";"1062.7";"58.3";"13.6";"71.9";"101.7";"6.2";"86.8";"21.1";"28.50"
